Sentence,Words,Template,Keywords,Slope_F1A,Inflection_F1A,Screening_F1A,Screening_F1P,Screening_F1V,Screening_F2A,Screening_F2P,Screening_F2V,Screening_M1A,Screening_M1P,Screening_M1V,Screening_M2A,Screening_M2P,Screening_M2V,Naturalness,Discomfort,Responses
328,Hun fortalte at det vil medføre flere skatter,8,"fortalte, medføre, skatter",11.85239079,-5.931461835,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,14
329,Det var en periode som prægede vores generation,9,"periode, prægede, generation",13.8261143,-2.232434268,1,1,1,1,1,1,1,1,0,1,1,1,6.21,0,14
330,Han risikerer ingenting med en sikker investering,10,"risikerer, sikker, investering",17.16117158,-5.010426873,1,1,1,1,1,1,1,1,1,1,1,1,5.88,0,8
331,Der er en leder der tilbød os nogle forbedringer,1,"leder, tilbød, forbedringer",31.98887211,-2.914546913,1,1,1,0,1,0,1,1,1,1,1,1,5,0,14
332,Hun er sød selvom jeg parkerede på hendes plads,2,"sød, parkerede, plads",12.60158464,-5.234260829,1,1,1,1,1,1,1,0,1,1,1,1,4,0,8
333,Vi kan kigge på dokumenterne i weekenden,3,"kigge, dokumenterne, weekenden",46.89109847,-3.758990049,1,1,1,1,1,1,1,1,1,1,1,1,6.57,1,14
334,De har afsløret hvem der designede møblerne,4,"afsløret, designede, møblerne",11.06164414,-3.943804796,1,1,1,1,1,1,1,1,0,1,1,1,6.38,0,8
335,Det var klogt at han udnyttede sine muligheder,5,"klogt, udnyttede, muligheder",16.98925326,-4.668939769,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
336,I begyndelsen skjulte han kaninen på sit værelse,6,"begyndelsen, kaninen, værelse",18.62182986,-4.399174358,1,1,0,1,1,1,1,1,1,1,1,1,6.38,0,8
337,Jeg har anbragt alle papirerne på vægten,7,"anbragt, papirerne, vægten",5.686845172,-5.039113513,1,1,1,1,1,1,1,1,0,1,1,1,5.57,0,14
338,De fremhæver at de respekterer vores værdier,8,"fremhæver, respekterer, værdier",13.38658907,-5.92677558,1,1,1,1,1,0,1,1,1,1,1,1,5.5,0,14
339,Det er vores blad som skal udpege vinderen,9,"blad, udpege, vinderen",14.02795242,-3.456200123,1,1,1,1,1,0,1,1,1,1,1,1,5.64,0,14
340,Hun genkendte både musikken og teksten,10,"genkendte, musikken, teksten",19.03589498,-4.367097307,1,1,1,1,1,1,1,1,1,1,1,1,6.79,0,14
341,Der var en læge der reagerede på indlægget,1,"læge, reagerede, indlægget",5.534598834,-4.419528484,1,1,1,1,1,0,1,1,0,1,1,1,5.86,0,14
342,Han var vågen da hans partner bankede på ruden,2,"vågen, partner, ruden",29.1485155,-3.125019025,1,1,1,1,1,1,1,1,0,1,1,1,6.5,0,8
343,De havde allerede hængt hjerter i vinduerne,3,"hængt, hjerter, vinduerne",22.64416495,-1.237478624,1,1,1,1,1,1,1,1,0,1,1,1,6.73,0,15
344,Vi vil nævne hvorfor vi udleverer dokumenterne,4,"nævne, udleverer, dokumenterne",24.5410661,-3.918859876,1,1,1,1,1,0,1,1,1,1,1,1,4.93,0,14
345,Det er sandt at jeg beundrer mine kollegaer,5,"sandt, beundrer, kollegaer",16.1291059,-5.899469772,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,8
346,I april skal jeg igen synge sammen med mit kor,6,"april, synge, kor",17.1506811,-4.331755125,1,1,1,1,1,1,1,1,1,1,1,1,5.8,0,15
347,Vi overlod selvfølgelig alle detaljerne til fagfolk,7,"overlod, detaljerne, fagfolk",5.512543511,-0.690900806,1,1,1,1,1,1,1,1,1,1,1,1,6.75,0,8
348,Vi beklager at vi bankede på midt i udsendelsen,8,"beklager, bankede, udsendelsen",11.9056279,-6.169136333,1,1,1,1,1,0,1,1,1,1,1,1,5.71,0,14
349,Det var en af sangerne som forsvandt i pausen,9,"sangerne, forsvandt, pausen",16.05793152,-6.325745958,1,1,1,1,1,1,1,1,1,1,1,1,4.81,0,16
350,Man skal helst både rulle og sprede dejen,10,"rulle, sprede, dejen",8.08642153,0.224319236,1,1,1,1,1,0,1,1,1,1,1,1,4.2,0,15
351,Der er en kat der gemmer sig bag blomsterne,1,"kat, gemmer, blomsterne",10.16507222,-7.588312643,1,1,1,1,1,1,1,0,1,1,1,1,6.35,0,17
352,Hun er nervøs fordi vi inviterede hende ud på slottet,2,"nervøs, inviterede, slottet",9.890224323,-5.112534226,1,1,1,1,1,1,1,1,1,1,1,0,5.57,0,14
353,De burde fjerne de der figurer fra vores park,3,"fjerne, figurer, park",7.736353427,-4.533301872,1,1,1,1,1,1,1,1,0,1,1,1,5.81,0,16
354,Vi har skrevet ned hvordan vi plejer at gøre,4,"skrevet, plejer, gøre",27.6950185,-6.382648143,1,1,1,1,1,1,0,1,1,1,1,1,6.4,0,15
355,Det var ærgerligt at vi sprang over maden,5,"ærgerligt, sprang, maden",7.927436739,-5.461150765,1,1,1,1,1,1,1,1,1,1,1,1,3.47,2,15
356,Om natten kravlede musene rundt oppe under taget,6,"natten, kravlede, taget",16.96702905,-4.645299783,1,1,1,1,1,1,1,1,1,1,0,1,6.5,0,8
357,Jeg havde oplyst kunden om det præcise beløb,7,"oplyst, kunden, beløb",17.11620606,-4.665976907,1,1,1,1,1,1,1,1,0,1,0,1,6.75,0,16
358,Det betød at de skulle ansætte flere dommere,8,"betød, ansætte, dommere",12.02903549,-4.916771964,1,1,1,1,1,1,1,1,1,1,1,1,6.27,0,15
359,Det er kun domstolen som kan dømme i sagen,9,"domstolen, dømme, sagen",25.70263273,-4.331507261,1,1,1,1,1,0,1,1,1,1,1,1,6.67,0,15
360,Vores magasin vil gerne udgive flere digte,10,"magasin, udgive, digte",8.768209049,-3.623817929,1,1,1,1,1,1,1,1,0,1,1,1,5.93,0,15
361,Der var et skib der landede i en jysk havn,1,"skib, landede, havn",27.75199808,-6.014465404,1,1,1,1,1,0,1,1,1,1,1,1,3.44,0,16
362,Jeg var venlig selvom de fastholdt deres kritik,2,"venlig, fastholdt, kritik",13.80281188,-5.040991777,1,1,1,1,1,1,1,1,1,1,1,1,6,0,16
363,Hans forskning indgik naturligt i undervisningen,3,"forskning, indgik, undervisningen",29.40119486,-3.099410485,1,1,1,1,0,1,1,0,1,1,1,1,6.63,1,16
364,Hun vil vise os hvordan hun angreb problemet,4,"vise, angreb, problemet",9.372007374,-3.008085466,1,1,1,1,1,0,1,1,1,1,1,1,5.25,0,16
365,Det er meget vigtigt at de udbreder den information,5,"vigtigt, udbreder, information",11.73094318,-5.004784859,1,1,1,1,1,1,1,1,0,1,1,1,5.63,0,8
366,Efter skolen havnede han vistnok på gymnasiet,6,"skolen, havnede, gymnasiet",12.67231745,-3.852843031,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
367,Vi kan skræddersy en løsning til jeres virksomhed,7,"skræddersy, løsning, virksomhed",21.59092636,-8.230432322,1,1,1,0,1,1,1,1,1,1,1,1,6.75,0,8
368,De havde valgt at inddrage alt personalet,8,"valgt, inddrage, personalet",12.22971006,-3.683732334,1,1,1,1,1,1,1,1,1,1,1,1,6.69,0,16
369,Det var et eventyr som fascinerede min søn,9,"eventyr, fascinerede, søn",12.58410712,-3.868894098,1,1,1,1,1,1,1,1,0,1,1,1,6.31,0,16
370,Han forsøger at opbygge et netværk og en portefølje,10,"forsøger, opbygge, portefølje",6.437859318,-5.103371483,1,1,1,1,1,1,1,1,1,1,1,1,6.75,0,8
371,Der er ret mange briter der elsker sport,1,"briter, elsker, sport",30.20276167,-3.655354195,1,1,1,1,1,1,1,0,1,1,1,1,6.25,1,16
372,Hun er sur fordi vi har rykket rundt på datoerne,2,"sur, rykket, datoerne",9.893732435,-5.689828094,1,1,1,1,1,1,1,1,1,1,1,1,6.81,1,16
373,Han har fjernet al musikken fra forestillingen,3,"fjernet, musikken, forestillingen",8.807386716,-6.120440255,1,1,1,1,1,1,1,1,0,1,1,1,6.38,1,16
374,I kan godt regne ud hvorfor vi måler resultaterne,4,"regne, måler, resultaterne",13.8204645,-3.056496157,1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,16
375,Det var fint at de samarbejdede med oppositionen,5,"fint, samarbejdede, oppositionen",9.049247279,-5.612196789,1,1,1,1,1,1,1,1,1,1,0,1,6.56,1,16
376,I den her sal plejer vi at danse uden sko,6,"sal, danse, sko",89.63109733,-3.168633792,1,1,1,1,1,1,1,1,1,1,1,1,6.19,0,16
377,De ville flytte al maden ned til stranden,7,"flytte, maden, stranden",19.96556013,-4.689066938,1,1,1,1,1,1,1,1,1,1,1,1,5.19,0,16
378,Vi forudså at vi ville opnå en forbedring,8,"forudså, opnå, forbedring",15.45543434,-3.359799896,1,1,1,1,1,1,1,1,1,1,0,1,6.13,0,16
379,Det er et lys som kan brænde i tre døgn,9,"lys, brænde, døgn",9.851998328,-4.329613169,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,16
380,Vi vil gerne tilpasse vores varer til markedet,10,"tilpasse, varer, markedet",13.19329038,-5.738224396,1,1,1,1,1,1,1,1,1,1,1,1,6.25,1,16
381,Der var en rådgiver der analyserede valget,1,"rådgiver, analyserede, valget",13.26825528,-4.804016473,1,1,0,1,1,1,1,1,1,1,1,1,5.33,0,15
382,Jeg er grundig når jeg formulerer en annonce,2,"grundig, formulerer, annonce",26.10563913,-3.745726362,1,1,1,1,1,1,1,1,1,1,1,1,5.94,0,16
383,Hun har mødt vedkommende i hemmelighed,3,"mødt, vedkommende, hemmelighed",12.13461748,-1.605101514,1,1,0,1,1,1,1,1,0,1,1,1,5.43,0,14
384,Han nævnte hvem der havde løst vores problem,4,"nævnte, løst, problem",16.20799609,-5.068348243,1,1,1,1,1,0,1,1,0,1,1,1,5.87,0,15
385,Det er forståeligt at hun steg så hurtigt i graderne,5,"forståeligt, steg, graderne",14.98471416,-4.018170079,1,1,1,1,0,0,1,1,1,1,1,1,6.38,0,8
386,I vores kvarter låser vi nærmest aldrig dørene,6,"kvarter, låser, dørene",44.50605835,-4.621495008,1,1,1,1,1,1,1,1,0,1,1,1,6.53,0,15
387,Den her vej fører jer direkte ind til centrum,7,"vej, fører, centrum",32.04681001,-6.944204054,1,1,1,1,1,1,1,0,1,1,1,1,6.27,0,15
388,Vi risikerer at de vil gennemgå vores regnskab,8,"risikerer, gennemgå, regnskab",14.51715044,-5.827883369,1,1,1,1,1,1,1,1,1,1,0,1,6.25,0,16
389,Det var det lave tryk som skabte stormen,9,"tryk, skabte, stormen",28.71372638,-6.651206924,1,1,1,1,1,1,0,1,0,1,1,1,6.25,0,8
390,Han har tjent og videregivet en hel masse penge,10,"tjent, videregivet, penge",8.63200197,-4.752118631,1,1,1,1,1,1,1,1,0,1,0,1,6.25,0,8
391,Der er mange musikere der nyder godt af festivalerne,1,"musikere, nyder, festivalerne",11.87517178,-3.248942966,1,1,1,1,1,1,1,1,0,1,1,1,6.44,0,16
392,Hun var meget opmærksom når hun kogte pasta,2,"opmærksom, kogte, pasta",5.204578602,0.366290976,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
393,Museet befinder sig i en skov tæt ved søen,3,"museet, skov, søen",13.79673842,-7.240242877,1,1,1,1,1,1,1,0,0,1,1,1,6,0,15
394,Han har indset hvor afgørende det er at forhandle,4,"indset, afgørende, forhandle",28.7723319,-5.372074131,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,16
395,Det var hemmeligt at vi havde lavet en film,5,"hemmeligt, lavet, film",18.39323838,-1.98118262,1,1,1,1,1,1,1,1,1,1,1,1,6.29,0,14
396,I næste sæson kan de kvalificere sig til superligaen,6,"sæson, kvalificere, superligaen",10.41537447,-7.508614584,1,1,1,1,1,1,1,1,1,1,1,1,6.8,0,15
397,Hun takkede igen sin bror for mobiltelefonen,7,"takkede, bror, mobiltelefonen",21.73152685,-3.378289045,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,16
398,Han drømte ofte at han flød ned ad en varm flod,8,"drømte, varm, flod",8.823160123,-3.916066148,1,1,1,1,1,1,1,1,0,1,1,1,4.75,0,8
399,Det er dit orkester som skal underholde pensionisterne,9,"orkester, underholde, pensionisterne",17.23081528,-5.140497511,1,1,1,1,1,1,1,1,1,1,1,1,6.29,0,14
400,Han reddede både sin kone og ven i sikkerhed,10,"reddede, kone, sikkerhed",47.16189691,-1.975523238,1,1,1,1,1,1,1,1,1,1,1,1,6.14,0,14
401,Der var en dreng der havde pustet balloner op,1,"dreng, pustet, balloner",9.943697566,-2.776607068,1,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
402,Han bliver ivrig når I kommenterer hans værk,2,"ivrig, kommenterer, værk",19.66864056,-2.627364243,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
403,Vores træner var desværre steget på et andet tog,3,"træner, steget, tog",7.436974466,-3.979644902,1,1,1,1,1,1,1,1,1,1,1,1,5.69,1,13
404,Han spurgte om hvordan man fremstiller papir,4,"spurgte, fremstiller, papir",4.893955244,-3.949895012,1,1,1,1,1,0,1,1,1,1,1,1,4.85,1,13
405,Det er skønt at I vil overholde vores aftale,5,"skønt, overholde, aftale",9.659068886,-5.764240511,1,1,1,1,0,0,1,1,1,1,1,1,5.88,0,8
406,I juli flyver min kæreste og jeg til udlandet,6,"juli, flyver, udlandet",21.62616007,-3.69229485,1,1,1,1,1,0,1,1,0,1,0,1,5.79,1,14
407,Vi skal bære alle møblerne op på femte sal,7,"bære, møblerne, sal",241.7613481,-5.046735372,1,1,1,1,1,1,1,1,0,1,1,1,6.79,0,14
408,De tror vist at vi vil hilse på udenrigsministeren,8,"tror, hilse, udenrigsministeren",6.794052334,-6.102838965,1,1,1,1,1,1,1,1,0,1,0,1,5.57,0,14
409,Det var politikerne som dominerede debatten,9,"politikerne, dominerede, debatten",34.01273144,-2.095465793,1,1,1,1,1,1,1,1,1,1,1,0,6.15,0,13
410,Hun træner især sin mave og sine arme,10,"træner, mave, arme",22.90837904,-6.702609264,1,1,1,1,1,1,1,1,1,1,1,1,5.69,0,13
411,Der er få kommuner der vil skærpe kontrollen,1,"kommuner, skærpe, kontrollen",16.71033422,-3.218201543,1,1,1,1,0,1,1,1,1,1,1,1,6.14,0,14
412,Hun var usædvanlig fordi hun godt kunne lide regnvejr,2,"usædvanlig, lide, regnvejr",7.635200572,-1.008107206,1,1,1,1,0,1,1,0,1,1,1,1,5.36,0,14
413,Han var tilknyttet vores institut i det her kvartal,3,"tilknyttet, institut, kvartal",9.099317858,-8.411577045,1,1,1,1,1,1,1,1,1,1,1,0,5.21,1,14
414,De beskrev hvad de havde ordnet ved knallerten,4,"beskrev, ordnet, knallerten",24.05593583,-2.776361135,1,1,1,1,1,1,1,1,0,1,1,1,5.38,0,8
415,Det var sjovt at hunden vendte sig mod en dame,5,"sjovt, hunden, dame",9.336821478,-5.016034912,1,1,1,1,1,1,1,1,1,1,1,1,4.92,0,13
416,I februar skal jeg optræde med mit band,6,"februar, optræde, band",14.04770437,-7.052257777,1,1,1,0,1,1,1,1,1,1,1,1,6.29,0,14
417,Vi skal fordele alt udstyret blandt deltagerne,7,"fordele, udstyret, deltagerne",16.68620711,-5.336273068,1,1,1,1,1,1,1,1,1,1,1,1,6.36,0,14
418,De gentog at man ikke må røre ved bilerne,8,"gentog, røre, bilerne",9.407781809,-5.069792125,1,1,1,1,1,1,1,1,1,1,1,1,5.71,0,14
419,Det er en strategi som kan begrænse truslen,9,"strategi, begrænse, truslen",7.320658299,-6.052782514,1,1,1,1,1,1,1,1,1,1,1,1,5.64,0,14
420,Protesterne bredte sig hurtigt til hele byen,10,"protesterne, bredte, byen",17.07641375,-5.0036934,1,1,1,1,1,0,1,1,1,1,1,1,5.93,0,14
421,Der var et krydderi der forstærkede smagen,1,"krydderi, forstærkede, smagen",9.139823246,-5.68358274,1,1,1,1,1,1,1,1,1,1,1,1,6.2,0,15
422,Vi er lidt urolige fordi det blæser meget på havet,2,"urolige, blæser, havet",10.49944676,-3.533853724,1,1,1,1,1,1,1,1,1,1,0,1,6,1,15
423,Jeg havde faktisk læst hele teksten i pausen,3,"læst, teksten, pausen",13.23848235,-7.045611552,1,1,1,1,1,1,1,1,1,1,1,1,6.53,0,15
424,Han vidste at de skulle grave længe efter skatten,4,"vidste, grave, skatten",21.84410774,-7.346684045,1,1,1,1,1,0,1,1,0,1,1,1,6.75,0,8
425,Det er romantisk at han giftede sig med sin sygeplejerske,5,"romantisk, giftede, sygeplejerske",17.50019888,-6.401613987,1,1,1,1,1,1,1,0,1,1,1,1,6.5,0,8
426,I anden halvleg skal vi satse mere på forsvar,6,"halvleg, satse, forsvar",6.267447135,-4.666003214,1,1,1,1,1,1,1,1,0,1,1,1,6.13,0,15
427,De burde rette deres opmærksomhed mod fortiden,7,"rette, opmærksomhed, fortiden",10.69540011,-6.237265766,1,1,1,1,1,0,1,0,1,1,1,1,6.13,0,16
428,Hun ønskede egentlig at de ville lukke teateret,8,"ønskede, lukke, teateret",9.116467707,-2.298902804,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,16
429,Det var bestyrelsen som havde vedtaget projektet,9,"bestyrelsen, vedtaget, projektet",10.61005117,-6.074439141,1,1,1,1,1,0,1,1,1,1,1,1,6.67,0,15
430,Hun kom både til en udstilling og til en premiere,10,"kom, udstilling, premiere",31.46348076,-2.467127966,1,1,1,1,1,0,1,1,1,1,0,1,5.5,0,16
431,Der er mange økonomer der snakker om pension,1,"økonomer, snakker, pension",13.86510529,-4.555277416,1,1,1,1,1,1,1,0,1,1,1,1,6.38,0,16
432,Hun var populær fordi hun ville højne niveauet,2,"populær, højne, niveauet",18.92466533,-4.073176539,1,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
433,Han understregede netop kvaliteterne i værket,3,"understregede, kvaliteterne, værket",9.445290901,-5.072601955,1,1,1,1,1,1,1,1,1,1,1,1,6.4,0,15
434,De opklarede hvem der havde fastsat datoen,4,"opklarede, fastsat, datoen",11.70664587,-6.167791435,1,1,1,1,1,1,1,1,1,1,0,1,5.27,0,15
435,Det var ret morsomt at de ville fange en ko,5,"morsomt, fange, ko",12.65158495,-3.520024302,1,1,1,1,1,1,1,1,1,1,1,1,6.13,1,16
436,På laboratoriet udviklede de et nyt protein,6,"laboratoriet, udviklede, protein",12.3954071,-5.309166274,1,1,1,1,0,1,1,1,1,1,1,1,6.63,0,8
437,Vi har netop bestilt en klokke til vores kirke,7,"bestilt, klokke, kirke",21.95949847,-4.841526724,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,16
438,Vi skønnede at vi godt kunne benytte deres udstyr,8,"skønnede, benytte, udstyr",17.96435772,-2.123295348,1,1,1,1,1,1,1,1,1,1,1,1,5.87,0,15
439,Det er et hold som kan kvalificere sig til mesterskabet,9,"hold, kvalificere, mesterskabet",8.811644837,-5.122876654,1,1,1,1,1,1,1,1,0,1,0,1,6.53,0,15
440,Arrangøren pegede straks på en enkel løsning,10,"arrangøren, pegede, løsning",9.012114385,-5.123460818,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,15
441,Der var en professor der grinede af min løsning,1,"professor, grinede, løsning",12.22598505,-4.017438475,1,1,1,1,1,1,1,1,1,1,1,1,5.75,0,12
442,Han er naiv hvis han vil investere i mit firma,2,"naiv, investere, firma",16.36991684,-6.135539772,1,1,1,1,1,1,1,1,1,1,1,1,5.92,0,12
443,Hendes forældre røg faktisk kun i sommerferien,3,"forældre, røg, sommerferien",11.78263546,-6.559607581,1,1,1,1,1,0,1,1,1,1,1,1,6.14,0,14
444,Hun vil gerne se hvordan man reducerer en sovs,4,"se, reducerer, sovs",13.69329912,-6.141045968,1,1,1,1,1,1,1,1,1,1,1,1,5.75,0,12
445,Det er afgørende at du foretager en forandring,5,"afgørende, foretager, forandring",15.09779798,-6.525973347,1,1,1,1,0,1,1,0,0,1,1,1,5.46,0,13
446,I april skulle vi have registreret vores overskud,6,"april, registreret, overskud",14.32490035,-6.757335494,1,1,1,1,1,1,1,1,1,1,1,1,6.08,1,13
447,Hun ville altid dele sit slik med sine søskende,7,"dele, slik, søskende",22.78519667,-4.970572456,1,1,1,1,1,1,1,1,0,1,1,1,6.75,0,8
448,Jeg vil egentlig helst drikke saft til aftensmaden,8,"drikke, saft, aftensmaden",4.537897576,-10.70276199,1,1,1,1,1,1,1,1,1,1,1,1,6.75,0,8
449,Det er en øvelse som primært styrker benene,9,"øvelse, styrker, benene",31.79943163,-5.212610742,1,1,1,1,1,1,1,0,1,1,1,1,6.63,0,8
450,De fokuserer mest på nyheder og tendenser,10,"fokuserer, nyheder, tendenser",9.475974699,-4.567465816,1,1,1,1,1,1,1,1,1,1,0,1,6.57,0,14
451,Der er også tandlæger der praktiserer i udlandet,1,"tandlæger, praktiserer, udlandet",18.92640366,-6.778857112,1,1,1,1,0,1,1,1,1,1,1,1,6.63,0,8
452,Hun var grundig når hun kontrollerede sin båd,2,"grundig, kontrollerede, båd",7.846346333,-3.17860897,1,1,1,1,1,1,1,1,1,1,1,1,5.93,1,14
453,Vores kok har igen opfundet en ny lækker ret,3,"kok, opfundet, ret",25.88066444,-5.991791816,1,1,1,1,1,1,1,1,1,1,1,1,6.75,0,8
454,Han kan aflæse hvem der har ringet i weekenden,4,"aflæse, ringet, weekenden",16.58765195,-6.294962057,1,1,1,0,0,1,1,1,1,1,1,1,5.31,0,13
455,Det var besværligt at vi skulle veje hvert element,5,"besværligt, veje, element",8.141428434,-3.735101383,1,1,1,1,1,1,1,1,1,1,0,1,6,0,14
456,På en måde har vi altid respekteret mindretallet,6,"måde, respekteret, mindretallet",12.14168139,-4.530235482,1,1,1,1,1,1,1,1,1,1,1,1,6.17,0,12
457,Forskerne havde advaret os om konsekvenserne,7,"forskerne, advaret, konsekvenserne",34.00669451,-8.017339704,1,1,1,1,1,1,1,1,1,1,1,1,6.67,0,12
458,Han svarede at lovgivningen selvfølgelig gælder,8,"svarede, lovgivningen, gælder",5.501438437,-4.620104758,1,1,1,1,1,1,1,1,1,1,1,1,6.77,0,13
459,Det var en læge som ejede vores bygning,9,"læge, ejede, bygning",7.007524336,-3.190594517,1,1,1,1,1,0,1,1,1,1,1,1,6,0,15
460,De ville nedsætte en komite eller et udvalg,10,"nedsætte, komite, udvalg",10.73671246,-4.164719568,1,1,1,1,1,1,1,1,1,1,1,1,6.62,1,13
461,Der var et orkester der underholdt gymnasieeleverne,1,"orkester, underholdt, gymnasieeleverne",16.54887787,-3.305251179,1,1,1,1,1,1,0,0,0,1,1,1,5.88,0,8
462,Jeg er altid uheldig når jeg spiller håndbold,2,"uheldig, spiller, håndbold",20.7065538,-4.024673791,1,1,1,1,1,0,1,1,1,1,1,1,6.47,0,17
463,Formanden ville gerne ud og trække lidt luft,3,"formanden, trække, luft",10.26596704,-5.950140079,1,1,1,1,1,1,1,1,1,0,1,0,5.73,0,15
464,De undersøger hvordan vi kan stoppe udviklingen,4,"undersøger, stoppe, udviklingen",34.93023012,-6.371942138,1,1,1,1,1,1,1,1,1,1,0,1,6.41,0,17
465,Det er utroligt at de vil frasælge deres ejendomme,5,"utroligt, frasælge, ejendomme",9.121118604,-5.653046781,1,1,1,1,1,1,1,0,1,1,0,1,5.47,0,17
466,Om et kvarter skal jeg undervise nogle sygeplejersker,6,"kvarter, undervise, sygeplejersker",13.65872126,-6.348210977,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,16
467,Mit barnebarn har allerede skaffet mig en billet,7,"barnebarn, skaffet, billet",16.73735458,-3.691007621,1,1,1,1,1,1,1,1,1,1,1,1,6.71,0,17
468,Vi tænkte at I gerne ville underskrive overenskomsten,8,"tænkte, underskrive, overenskomsten",9.707595268,-5.102069952,1,1,1,1,1,0,1,1,1,1,1,1,5.76,0,17
469,Det er min cykel som holder lige foran museet,9,"cykel, holder, museet",14.4421807,-3.815927092,1,1,1,1,1,1,1,1,1,1,1,1,6.06,0,17
470,De nyder åbenbart at lytte til vores samtale,10,"nyder, lytte, samtale",8.375722455,-2.497971217,1,1,1,1,1,1,1,1,1,1,1,1,5.88,0,16
471,Der er en arkitekt der har illustreret en roman,1,"arkitekt, illustreret, roman",4.5021464,-4.215901865,1,1,1,1,0,1,1,1,1,1,1,1,4.41,0,17
472,Hun var slank fordi hun passede sin træning,2,"slank, passede, træning",17.22364287,-6.311825915,1,1,1,1,1,1,1,1,0,1,1,1,5.88,1,17
473,Originalen var til sidst havnet på et loppemarked,3,"originalen, havnet, loppemarked",11.62386672,-5.359546917,1,1,1,1,1,1,1,1,0,1,1,1,6.63,0,8
474,De planlægger hvor de skal etablere deres fabrik,4,"planlægger, etablere, fabrik",38.90638538,-6.475986908,1,1,1,1,1,1,1,1,1,1,1,1,5.82,0,17
475,Det var væsentligt at de bemærkede fejlene,5,"væsentligt, bemærkede, fejlene",4.757465242,-2.083326412,1,1,1,1,1,1,1,1,1,1,1,1,5.13,0,16
476,I dag skal han handle med amerikanske aktier,6,"dag, handle, aktier",13.93571072,-6.815674965,1,1,1,1,1,1,1,1,0,1,1,1,5.63,0,16
477,Alle passagererne havde vendt sig mod vinduet,7,"passagererne, vendt, vinduet",24.58919648,-5.18489566,1,1,1,1,1,1,1,1,1,1,1,1,5.94,0,17
478,Vi må konkludere at favoritterne svigtede efter halvlegen,8,"konkludere, svigtede, halvlegen",7.93643931,-3.78088196,1,1,0,1,1,1,1,1,1,1,1,0,5.69,0,16
479,Det var læserne som skulle udpege en vinder,9,"læserne, udpege, vinder",8.696278851,-3.895704733,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,16
480,De skal forhandle med en repræsentant om budgettet,10,"forhandle, repræsentant, budgettet",7.096164966,-6.943659964,1,1,1,1,1,1,1,1,0,1,1,1,5.56,0,16
481,Der var en spiller der pludselig smed sine kort,1,"spiller, smed, kort",9.033345216,-5.788395303,0,1,1,1,1,1,1,0,1,1,1,1,6.07,0,14
482,Han er sund selvom han tit springer over træningen,2,"sund, springer, træningen",20.75619462,-8.585721204,1,1,1,1,1,1,0,1,0,1,1,1,5.71,0,14
483,Hun vil konkurrere med herrerne om mesterskabet,3,"konkurrere, herrerne, mesterskabet",12.71839269,-3.341732374,1,1,1,1,1,1,1,1,1,1,1,1,6.36,0,14
484,Jeg overvejede hvem der skulle undervise eleverne,4,"overvejede, undervise, eleverne",7.700599729,-4.743835536,1,1,1,1,1,0,1,1,1,1,1,1,6.8,0,15
485,Det er helt utroligt at vi skal spille i finalen,5,"utroligt, spille, finalen",15.72867361,-6.175495969,1,1,1,1,1,1,1,1,0,1,1,1,6.73,0,15
486,På fredag skal vi hen og afgive vores stemmer,6,"fredag, afgive, stemmer",9.723422316,-6.096320017,1,1,1,1,1,1,1,1,1,1,1,1,6.79,0,14
487,De har afleveret deres anbefalinger til byrådet,7,"afleveret, anbefalinger, byrådet",6.37710955,-4.159560964,1,1,1,1,1,1,1,1,1,1,1,1,7,0,13
488,Hun undrer sig over at de har nedlagt foreningen,8,"undrer, nedlagt, foreningen",23.05128777,-5.946269799,1,1,1,1,1,1,1,1,1,1,1,1,6.47,0,15
489,Det er min søster som selv udførte projektet,9,"søster, udførte, projektet",15.26910349,-6.672316808,1,1,1,1,1,1,1,1,1,1,1,1,5.93,0,15
490,Han forsøger vist at forbedre sine muligheder,10,"forsøger, forbedre, muligheder",11.64005366,-6.644781575,1,1,1,1,1,1,1,1,1,1,1,1,6.64,0,14
491,Der er et fund der standsede udgravningen,1,"fund, standsede, udgravningen",6.752213033,-3.310759227,1,1,1,1,1,1,1,1,1,1,0,1,6.13,0,8
492,Hun er afslappet fordi hun har vænnet sig til interviews,2,"afslappet, vænnet, interviews",12.10294116,-6.008346313,1,1,1,1,1,1,1,1,0,1,1,1,6.38,0,8
